순위,마일리지,신청과목수,졸업신청,초수강여부,총이수학점/졸업이수학점,직전학기이수학점/학기당수강학점,학년,수강여부
1,36,6,Y,Y,0.9523,0.8333,4,O
2,36,6,Y,Y,0.9365,1.0000,4,O
3,36,6,Y,Y,0.9111,0.9473,4,O
4,36,6,Y,Y,0.8968,1.0000,4,O
5,36,6,N,Y,0.9444,0.8333,4,O
6,36,6,N,Y,0.7851,1.0000,4,O
7,36,6,N,Y,0.7142,0.6315,4,O
8,36,6,N,Y,0.6392,0.8684,3,O
9,36,6,N,Y,0.3892,0.8157,2,O
10,36,6,N,Y,0.3412,1.0000,2,O
11,36,6,N,Y,0.2888,1.0000,2,O
12,36,6,N,Y,0.2857,0.9444,2,O
13,36,6,N,Y,0.2814,1.0000,2,O
14,36,6,N,Y,0.2785,1.0000,2,O
15,36,6,N,Y,0.2714,0.9736,2,O
16,36,6,N,Y,0.2642,0.8947,2,O
17,36,6,N,Y,0.2500,0.8157,2,O
18,36,6,N,Y,0.2285,0.9736,2,O
19,36,6,N,Y,0.2148,0.5263,2,O
20,36,5,Y,Y,0.9126,0.6666,4,O
21,36,5,N,Y,0.9186,0.8333,4,O
22,36,5,N,Y,0.5792,0.9473,4,O
23,36,5,N,Y,0.5571,1.0000,3,O
24,36,4,Y,Y,0.9523,0.5555,4,O
25,36,3,Y,Y,1.0000,1.0000,4,O
26,36,3,Y,Y,0.9523,1.0000,4,O
27,36,3,N,N,0.5785,0.9736,3,O
28,35,6,Y,Y,1.0000,0.2105,4,O
29,35,5,N,Y,0.5571,1.0000,3,O
30,35,2,Y,Y,1.0000,0.8333,4,O
31,35,2,Y,Y,0.9523,1.0000,4,O
32,34,5,N,Y,0.2500,0.9375,2,O
33,32,6,N,Y,0.2857,1.0000,2,O
34,31,6,N,Y,0.5000,0.6428,3,O
35,31,6,N,Y,0.2928,1.0000,2,O
36,31,6,N,Y,0.2142,0.6842,2,O
37,31,6,N,Y,0.1392,0.5000,2,O
38,30,6,Y,Y,0.9214,1.0000,4,O
39,30,6,N,Y,0.5444,0.9736,3,O
40,30,6,N,Y,0.2592,0.9473,2,O
41,30,3,N,Y,0.8968,0.8333,4,O
42,29,6,N,Y,0.4481,1.0000,2,O
43,28,6,N,Y,0.5793,1.0000,3,O
44,28,6,N,Y,0.3015,1.0000,2,O
45,28,6,N,Y,0.2785,1.0000,2,O
46,27,6,N,Y,0.5333,0.9736,3,O
47,27,6,N,Y,0.3253,1.0000,2,O
48,26,6,N,Y,0.2341,0.6944,2,O
49,26,3,Y,Y,0.9404,0.8333,4,O
50,25,6,N,Y,0.5785,1.0000,3,O
51,25,6,N,Y,0.2857,1.0000,2,O
52,24,6,N,Y,0.5921,0.8750,2,O
53,23,6,N,Y,0.8015,1.0000,4,O
54,23,6,N,Y,0.5333,0.9736,3,O
55,23,6,N,Y,0.3253,1.0000,2,O
56,23,6,N,Y,0.3111,1.0000,2,O
57,23,6,N,Y,0.2928,1.0000,2,O
58,23,6,N,Y,0.2857,1.0000,2,O
59,22,6,N,Y,0.2888,1.0000,2,O
60,22,6,N,Y,0.1925,0.7368,2,O
61,21,6,N,Y,0.5821,0.9736,3,O
62,21,6,N,Y,0.2814,1.0000,2,O
63,21,6,N,Y,0.2642,0.8947,2,O
64,20,6,N,Y,0.8253,1.0000,4,O
65,20,6,N,Y,0.8000,0.9473,4,O
66,20,6,N,Y,0.5357,0.9736,3,O
67,20,6,N,Y,0.5000,0.8881,3,O
68,20,6,N,Y,0.4736,0.6250,2,O
69,20,6,N,Y,0.3412,1.0000,2,O
70,20,6,N,Y,0.2658,0.8611,2,O
71,20,6,N,N,0.6984,0.8888,3,O
72,20,6,N,N,0.2888,1.0000,2,O
73,20,4,Y,Y,0.9285,0.8333,4,O
74,20,4,Y,Y,0.9206,0.8333,4,O
75,20,4,N,Y,0.7896,0.8888,4,O
76,19,6,N,Y,0.3037,1.0000,2,O
77,19,6,N,Y,0.1547,0.6944,2,O
78,18,6,N,Y,0.7817,0.6666,4,O
79,18,6,N,Y,0.6428,0.6315,3,O
80,18,4,N,Y,0.2063,0.6111,2,O
81,17,6,N,Y,0.5285,0.8157,3,O
82,17,6,N,Y,0.5111,0.0789,3,O
83,17,6,N,Y,0.5000,0.8750,3,O
84,17,6,N,Y,0.4563,0.8333,3,O
85,17,6,N,Y,0.2962,1.0000,2,O
86,17,6,N,Y,0.2888,1.0000,2,O
87,17,6,N,Y,0.1865,0.5277,2,O
88,17,5,N,Y,0.6321,0.7894,3,O
89,17,5,N,Y,0.3015,1.0000,2,O
90,17,5,N,Y,0.2777,0.9722,2,O
91,17,4,N,Y,0.8333,0.6666,4,O
92,16,6,N,Y,0.3253,1.0000,2,O
93,16,6,N,Y,0.2857,1.0000,2,O
94,16,6,N,Y,0.2103,0.5000,2,O
95,15,6,N,Y,0.6428,0.8333,3,O
96,15,6,N,Y,0.4962,0.6578,3,O
97,15,6,N,Y,0.3370,0.5000,2,O
98,15,6,N,Y,0.2666,1.0000,2,O
99,15,6,N,Y,0.2619,0.7222,2,O
100,15,3,N,Y,0.8214,1.0000,4,O
101,14,6,N,Y,0.6928,1.0000,4,O
102,14,6,N,Y,0.5407,0.9736,3,O
103,14,6,N,Y,0.4321,0.9736,2,O
104,14,6,N,Y,0.3253,1.0000,2,O
105,14,6,N,Y,0.3095,1.0000,2,O
106,14,6,N,Y,0.2698,1.0000,2,O
107,14,6,N,Y,0.2666,1.0000,2,O
108,14,6,N,Y,0.2460,0.8611,2,O
109,13,6,Y,Y,1.0000,0.9473,4,O
110,13,6,N,Y,0.5634,0.8611,3,O
111,13,6,N,Y,0.2785,0.8684,2,O
112,12,6,Y,Y,0.8769,0.7222,4,O
113,12,6,N,Y,0.8650,1.0000,4,O
114,12,6,N,Y,0.8253,1.0000,4,O
115,12,6,N,Y,0.8000,1.0000,4,O
116,12,6,N,Y,0.4325,1.0000,2,O
117,12,6,N,Y,0.3925,0.9736,2,O
118,12,6,N,Y,0.3253,1.0000,2,O
119,12,6,N,Y,0.2936,0.9444,2,O
120,12,6,N,Y,0.2857,1.0000,2,O
121,12,6,N,Y,0.2857,1.0000,2,O
122,12,6,N,Y,0.2698,0.8888,2,O
123,12,6,N,Y,0.2698,0.7222,2,O
124,12,6,N,Y,0.2658,1.0000,2,O
125,11,6,N,Y,0.8571,1.0000,4,O
126,11,6,N,Y,0.5753,1.0000,3,O
127,11,6,N,Y,0.5571,0.9210,3,O
128,11,6,N,Y,0.4801,1.0000,2,O
129,11,6,N,Y,0.4107,0.9736,2,O
130,11,6,N,Y,0.3769,1.0000,2,O
131,11,5,Y,Y,0.9037,0.5263,4,O
132,10,6,N,Y,0.9523,1.0000,4,O
133,10,6,N,Y,0.8769,1.0000,4,O
134,10,6,N,Y,0.7750,1.0000,4,O
135,10,6,N,Y,0.6666,0.9473,3,O
136,10,6,N,Y,0.4960,1.0000,2,O
137,10,6,N,Y,0.4801,1.0000,2,O
138,10,6,N,Y,0.4703,1.0000,2,O
139,10,6,N,Y,0.4563,1.0000,2,O
140,10,6,N,Y,0.4285,1.0000,2,O
141,10,6,N,Y,0.3888,0.9736,2,O
142,10,6,N,Y,0.3412,1.0000,2,O
143,10,6,N,Y,0.3185,1.0000,2,O
144,10,6,N,Y,0.3015,1.0000,2,O
145,10,6,N,Y,0.2936,1.0000,2,O
146,10,6,N,Y,0.2936,1.0000,2,O
147,10,6,N,Y,0.2814,0.9736,2,O
148,10,6,N,Y,0.2777,1.0000,2,O
149,10,6,N,Y,0.2535,0.9736,2,O
150,10,6,N,Y,0.2444,0.8421,2,O
151,10,6,N,Y,0.1185,0.6315,2,O
152,10,6,N,N,0.2444,0.6842,2,O
153,10,5,N,Y,0.4785,0.1578,3,O
154,10,4,Y,Y,0.9126,1.0000,4,O
155,9,6,Y,Y,0.8500,1.0000,4,O
156,9,6,N,Y,0.8253,1.0000,4,O
157,9,6,N,Y,0.4111,0.9736,2,O
158,9,6,N,Y,0.3814,1.0000,2,O
159,9,6,N,Y,0.3650,1.0000,2,O
160,9,6,N,Y,0.3095,1.0000,2,O
161,9,6,N,Y,0.3015,1.0000,2,O
162,9,6,N,Y,0.2976,1.0000,2,O
163,9,6,N,Y,0.2936,1.0000,2,O
164,9,6,N,Y,0.2857,0.8888,2,O
165,9,6,N,Y,0.2500,0.8055,2,O
166,9,6,N,Y,0.2301,0.6944,2,O
167,9,6,N,Y,0.1111,0.3157,2,O
168,8,6,N,Y,0.6666,0.6666,4,O
169,8,6,N,Y,0.5642,1.0000,3,O
170,8,6,N,Y,0.2698,1.0000,2,O
171,8,6,N,Y,0.2642,0.8947,2,O
172,8,6,N,Y,0.2460,0.8611,2,O
173,8,6,N,Y,0.2285,0.7894,2,O
174,7,6,N,Y,0.4404,1.0000,2,O
175,7,6,N,Y,0.4087,1.0000,2,O
176,7,6,N,Y,0.3015,1.0000,2,O
177,7,6,N,Y,0.2936,1.0000,2,O
178,7,6,N,Y,0.2857,1.0000,2,X
179,7,6,N,N,0.7518,1.0000,4,O
180,7,6,N,N,0.5357,0.6944,3,O
181,7,6,N,N,0.2962,1.0000,2,X
182,6,6,Y,Y,0.9742,0.8333,4,O
183,6,6,Y,Y,0.8740,0.9473,4,O
184,6,6,N,Y,0.3253,1.0000,2,X
185,6,6,N,Y,0.3095,1.0000,2,X
186,6,6,N,Y,0.3015,1.0000,2,X
187,6,6,N,Y,0.3015,0.8888,2,X
188,6,6,N,Y,0.2857,1.0000,2,X
189,6,6,N,Y,0.2539,1.0000,2,X
190,5,6,Y,Y,0.9484,0.6944,4,O
191,5,6,Y,Y,0.9047,1.0000,4,O
192,5,6,N,Y,0.8285,0.7894,4,O
193,5,6,N,Y,0.7629,0.9473,4,O
194,5,6,N,Y,0.7619,1.0000,4,O
195,5,6,N,Y,0.6587,1.0000,3,O
196,5,6,N,Y,0.5285,0.9736,3,O
197,5,6,N,Y,0.5148,1.0000,3,O
198,5,6,N,Y,0.5039,1.0000,2,X
199,5,6,N,Y,0.5000,0.8750,3,O
200,5,6,N,Y,0.4296,1.0000,2,X
201,5,6,N,Y,0.4285,0.8611,2,X
202,5,6,N,Y,0.3253,1.0000,2,X
203,5,6,N,Y,0.3214,1.0000,2,X
204,5,6,N,Y,0.3174,1.0000,2,X
205,5,6,N,Y,0.2936,1.0000,2,X
206,5,6,N,Y,0.2936,1.0000,2,X
207,5,6,N,Y,0.2928,0.8421,2,X
208,5,6,N,Y,0.2857,1.0000,2,X
209,5,6,N,Y,0.2857,1.0000,2,X
210,5,6,N,Y,0.2817,0.9722,2,X
211,5,6,N,Y,0.2666,0.8421,2,X
212,5,6,N,Y,0.2658,0.8611,2,X
213,5,6,N,Y,0.2539,0.7222,2,X
214,5,6,N,Y,0.2518,0.8947,2,X
215,5,6,N,Y,0.2460,0.8611,2,X
216,5,6,N,Y,0.2341,0.6944,2,X
217,5,6,N,N,0.2629,0.8421,2,X
218,5,6,N,N,0.2619,0.8611,2,X
219,4,6,Y,Y,0.9365,0.7777,4,O
220,4,6,N,Y,0.7857,0.9473,4,O
221,4,6,N,Y,0.5873,0.9166,3,O
222,4,6,N,Y,0.5833,1.0000,3,O
223,4,6,N,Y,0.5000,0.9210,3,O
224,4,6,N,Y,0.3253,1.0000,2,X
225,4,6,N,Y,0.3174,0.9444,2,X
226,4,6,N,Y,0.3015,1.0000,2,X
227,4,6,N,Y,0.2785,1.0000,2,X
228,4,6,N,Y,0.2777,1.0000,2,X
229,4,6,N,Y,0.2777,0.8888,2,X
230,4,6,N,Y,0.2738,0.6944,2,X
231,4,6,N,Y,0.2698,0.8888,2,X
232,4,6,N,Y,0.2264,1.0000,2,X
233,4,6,N,N,0.4666,0.9736,3,O
234,4,6,N,N,0.4407,1.0000,2,X
235,4,6,N,N,0.2703,0.8684,2,X
236,4,5,N,Y,0.7928,1.0000,4,O
237,3,6,Y,Y,0.8730,0.8888,4,O
238,3,6,N,Y,0.8015,0.8611,4,O
239,3,6,N,Y,0.7301,0.7708,3,O
240,3,6,N,Y,0.7142,1.0000,3,O
241,3,6,N,Y,0.6666,0.8333,3,O
242,3,6,N,Y,0.6315,1.0000,2,X
243,3,6,N,Y,0.5629,0.8684,3,O
244,3,6,N,Y,0.5392,0.9736,3,O
245,3,6,N,Y,0.5107,0.8157,3,O
246,3,6,N,Y,0.4880,1.0000,2,X
247,3,6,N,Y,0.4722,1.0000,2,X
248,3,6,N,Y,0.4325,0.8611,2,X
249,3,6,N,Y,0.4285,1.0000,2,X
250,3,6,N,Y,0.4007,0.8611,2,X
251,3,6,N,Y,0.3333,1.0000,2,X
252,3,6,N,Y,0.3185,1.0000,2,X
253,3,6,N,Y,0.3174,1.0000,2,X
254,3,6,N,Y,0.3174,1.0000,2,X
255,3,6,N,Y,0.3071,1.0000,2,X
256,3,6,N,Y,0.3015,1.0000,2,X
257,3,6,N,Y,0.3015,1.0000,2,X
258,3,6,N,Y,0.3015,0.8888,2,X
259,3,6,N,Y,0.2936,1.0000,2,X
260,3,6,N,Y,0.2936,1.0000,2,X
261,3,6,N,Y,0.2896,1.0000,2,X
262,3,6,N,Y,0.2888,1.0000,2,X
263,3,6,N,Y,0.2888,1.0000,2,X
264,3,6,N,Y,0.2777,0.9736,2,X
265,3,6,N,Y,0.2698,0.9444,2,X
266,3,6,N,Y,0.2698,0.8888,2,X
267,3,6,N,Y,0.2666,0.8684,2,X
268,3,6,N,Y,0.1904,0.3333,2,X
269,3,6,N,N,0.7857,0.8333,4,O
270,2,6,Y,Y,0.9523,0.6666,4,O
271,2,6,Y,Y,0.9365,1.0000,4,O
272,2,6,Y,Y,0.8714,0.7894,4,O
273,2,6,N,Y,0.8296,0.7894,4,O
274,2,6,N,Y,0.8285,0.9473,4,O
275,2,6,N,Y,0.8174,1.0000,4,O
276,2,6,N,Y,0.8015,1.0000,4,O
277,2,6,N,Y,0.7148,0.8684,4,O
278,2,6,N,Y,0.7063,1.0000,3,O
279,2,6,N,Y,0.7000,1.0000,3,O
280,2,6,N,Y,0.6428,1.0000,3,O
281,2,6,N,Y,0.6349,1.0000,3,O
282,2,6,N,Y,0.5873,1.0000,3,O
283,2,6,N,Y,0.5039,1.0000,2,X
284,2,6,N,Y,0.4246,1.0000,2,X
285,2,6,N,Y,0.3174,1.0000,2,X
286,2,6,N,Y,0.3095,1.0000,2,X
287,2,6,N,Y,0.3015,1.0000,2,X
288,2,6,N,Y,0.3015,1.0000,2,X
289,2,6,N,Y,0.2962,1.0000,2,X
290,2,6,N,Y,0.2936,1.0000,2,X
291,2,6,N,Y,0.2936,1.0000,2,X
292,2,6,N,Y,0.2896,0.8611,2,X
293,2,6,N,Y,0.2888,1.0000,2,X
294,2,6,N,Y,0.2821,1.0000,2,X
295,2,6,N,Y,0.2785,1.0000,2,X
296,2,6,N,Y,0.2785,1.0000,2,X
297,2,6,N,Y,0.2740,0.8421,2,X
298,2,6,N,Y,0.2714,0.9473,2,X
299,2,6,N,Y,0.2714,0.9473,2,X
300,2,6,N,Y,0.2714,0.8421,2,X
301,2,6,N,Y,0.2666,0.8684,2,X
302,2,6,N,Y,0.2619,1.0000,2,X
303,2,6,N,Y,0.2579,0.8611,2,X
304,2,6,N,Y,0.2571,1.0000,2,X
305,2,6,N,Y,0.2518,0.8947,2,X
306,2,6,N,Y,0.2428,0.7368,2,X
307,2,6,N,Y,0.2341,0.6944,2,X
308,2,6,N,Y,0.1821,0.6315,2,X
309,2,6,N,N,0.3333,1.0000,2,X
310,2,6,N,N,0.2703,1.0000,2,X
311,2,5,Y,Y,0.9037,0.9736,4,O
312,1,6,Y,Y,0.9928,0.6315,4,O
313,1,6,Y,Y,0.9920,1.0000,4,O
314,1,6,Y,Y,0.9285,0.6666,4,O
315,1,6,Y,Y,0.9037,0.6315,4,O
316,1,6,Y,Y,0.8814,1.0000,4,O
317,1,6,Y,Y,0.8253,0.5000,4,O
318,1,6,N,Y,0.9206,1.0000,4,O
319,1,6,N,Y,0.8969,0.9473,5,O
320,1,6,N,Y,0.8888,1.0000,4,O
321,1,6,N,Y,0.8650,1.0000,4,O
322,1,6,N,Y,0.8412,0.8333,4,O
323,1,6,N,Y,0.8250,1.0000,4,O
324,1,6,N,Y,0.8214,0.6315,4,O
325,1,6,N,Y,0.8174,1.0000,4,O
326,1,6,N,Y,0.7936,0.8333,4,O
327,1,6,N,Y,0.7936,0.8095,4,O
328,1,6,N,Y,0.7777,0.8095,4,O
329,1,6,N,Y,0.7698,1.0000,4,O
330,1,6,N,Y,0.7619,1.0000,4,O
331,1,6,N,Y,0.7619,1.0000,3,O
332,1,6,N,Y,0.7481,0.8421,4,O
333,1,6,N,Y,0.7250,0.9736,4,O
334,1,6,N,Y,0.7142,0.9473,4,O
335,1,6,N,Y,0.7023,1.0000,3,O
336,1,6,N,Y,0.6071,0.8333,3,O
337,1,6,N,Y,0.6000,1.0000,3,O
338,1,6,N,Y,0.5964,0.7894,3,O
339,1,6,N,Y,0.5952,1.0000,3,O
340,1,6,N,Y,0.5785,0.9736,3,O
341,1,6,N,Y,0.5119,1.0000,2,X
342,1,6,N,Y,0.5107,0.9473,3,O
343,1,6,N,Y,0.5039,1.0000,2,X
344,1,6,N,Y,0.4880,1.0000,2,X
345,1,6,N,Y,0.4801,0.8611,2,X
346,1,6,N,Y,0.4404,1.0000,2,X
347,1,6,N,Y,0.4087,0.8611,2,X
348,1,6,N,Y,0.4000,0.7894,3,O
349,1,6,N,Y,0.3555,0.9736,2,X
350,1,6,N,Y,0.3412,1.0000,2,X
351,1,6,N,Y,0.3253,1.0000,2,X
352,1,6,N,Y,0.3111,1.0000,2,X
353,1,6,N,Y,0.3095,1.0000,2,X
354,1,6,N,Y,0.3071,1.0000,2,X
355,1,6,N,Y,0.3055,0.8611,3,O
356,1,6,N,Y,0.3015,1.0000,2,X
357,1,6,N,Y,0.3015,1.0000,2,X
358,1,6,N,Y,0.3015,1.0000,2,X
359,1,6,N,Y,0.3015,0.8888,2,X
360,1,6,N,Y,0.2976,0.8611,2,X
361,1,6,N,Y,0.2962,1.0000,2,X
362,1,6,N,Y,0.2962,1.0000,2,X
363,1,6,N,Y,0.2936,0.8947,2,X
364,1,6,N,Y,0.2857,1.0000,2,X
365,1,6,N,Y,0.2857,1.0000,2,X
366,1,6,N,Y,0.2857,1.0000,2,X
367,1,6,N,Y,0.2857,1.0000,2,X
368,1,6,N,Y,0.2821,1.0000,2,X
369,1,6,N,Y,0.2817,0.8611,2,X
370,1,6,N,Y,0.2777,1.0000,2,X
371,1,6,N,Y,0.2777,0.8888,2,X
372,1,6,N,Y,0.2740,1.0000,2,X
373,1,6,N,Y,0.2738,1.0000,2,X
374,1,6,N,Y,0.2714,0.9736,2,X
375,1,6,N,Y,0.2714,0.9473,2,X
376,1,6,N,Y,0.2703,1.0000,2,X
377,1,6,N,Y,0.2698,1.0000,2,X
378,1,6,N,Y,0.2698,1.0000,2,X
379,1,6,N,Y,0.2642,0.8947,2,X
380,1,6,N,Y,0.2571,1.0000,2,X
381,1,6,N,Y,0.2484,1.0000,2,X
382,1,6,N,Y,0.2460,0.7222,2,X
383,1,6,N,Y,0.2370,0.6578,2,X
384,1,6,N,Y,0.2301,0.8888,2,X
385,1,6,N,N,0.6587,1.0000,3,O
386,1,6,N,N,0.2817,0.8055,2,X
387,1,6,N,N,0.2777,0.8888,2,X
388,1,6,N,N,0.2444,0.6842,2,X
389,1,6,N,N,0.2182,0.7777,2,X
0,12,6,N,Y,0.3650,1.0000,2,O
